column,type,description,unit,range,missing_value_policy
Landmark_454_X,float,Face/Iris landmark 454 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_454_Y,float,Face/Iris landmark 454 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_454_Z,float,"Face/Iris landmark 454 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_455_X,float,Face/Iris landmark 455 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_455_Y,float,Face/Iris landmark 455 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_455_Z,float,"Face/Iris landmark 455 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_456_X,float,Face/Iris landmark 456 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_456_Y,float,Face/Iris landmark 456 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_456_Z,float,"Face/Iris landmark 456 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_457_X,float,Face/Iris landmark 457 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_457_Y,float,Face/Iris landmark 457 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_457_Z,float,"Face/Iris landmark 457 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_458_X,float,Face/Iris landmark 458 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_458_Y,float,Face/Iris landmark 458 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_458_Z,float,"Face/Iris landmark 458 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_459_X,float,Face/Iris landmark 459 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_459_Y,float,Face/Iris landmark 459 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_459_Z,float,"Face/Iris landmark 459 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_460_X,float,Face/Iris landmark 460 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_460_Y,float,Face/Iris landmark 460 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_460_Z,float,"Face/Iris landmark 460 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_461_X,float,Face/Iris landmark 461 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_461_Y,float,Face/Iris landmark 461 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_461_Z,float,"Face/Iris landmark 461 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_462_X,float,Face/Iris landmark 462 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_462_Y,float,Face/Iris landmark 462 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_462_Z,float,"Face/Iris landmark 462 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_463_X,float,Face/Iris landmark 463 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_463_Y,float,Face/Iris landmark 463 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_463_Z,float,"Face/Iris landmark 463 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_464_X,float,Face/Iris landmark 464 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_464_Y,float,Face/Iris landmark 464 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_464_Z,float,"Face/Iris landmark 464 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_465_X,float,Face/Iris landmark 465 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_465_Y,float,Face/Iris landmark 465 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_465_Z,float,"Face/Iris landmark 465 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_466_X,float,Face/Iris landmark 466 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_466_Y,float,Face/Iris landmark 466 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_466_Z,float,"Face/Iris landmark 466 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_467_X,float,Face/Iris landmark 467 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_467_Y,float,Face/Iris landmark 467 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_467_Z,float,"Face/Iris landmark 467 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_468_X,float,Face/Iris landmark 468 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_468_Y,float,Face/Iris landmark 468 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_468_Z,float,"Face/Iris landmark 468 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_469_X,float,Face/Iris landmark 469 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_469_Y,float,Face/Iris landmark 469 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_469_Z,float,"Face/Iris landmark 469 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_470_X,float,Face/Iris landmark 470 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_470_Y,float,Face/Iris landmark 470 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_470_Z,float,"Face/Iris landmark 470 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_471_X,float,Face/Iris landmark 471 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_471_Y,float,Face/Iris landmark 471 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_471_Z,float,"Face/Iris landmark 471 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_472_X,float,Face/Iris landmark 472 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_472_Y,float,Face/Iris landmark 472 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_472_Z,float,"Face/Iris landmark 472 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_473_X,float,Face/Iris landmark 473 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_473_Y,float,Face/Iris landmark 473 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_473_Z,float,"Face/Iris landmark 473 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_474_X,float,Face/Iris landmark 474 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_474_Y,float,Face/Iris landmark 474 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_474_Z,float,"Face/Iris landmark 474 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_475_X,float,Face/Iris landmark 475 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_475_Y,float,Face/Iris landmark 475 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_475_Z,float,"Face/Iris landmark 475 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_476_X,float,Face/Iris landmark 476 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_476_Y,float,Face/Iris landmark 476 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_476_Z,float,"Face/Iris landmark 476 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_477_X,float,Face/Iris landmark 477 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_477_Y,float,Face/Iris landmark 477 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_477_Z,float,"Face/Iris landmark 477 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_0_X,float,Pose landmark 0 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_0_Y,float,Pose landmark 0 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_0_Z,float,"Pose landmark 0 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_1_X,float,Pose landmark 1 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_1_Y,float,Pose landmark 1 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_1_Z,float,"Pose landmark 1 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_2_X,float,Pose landmark 2 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_2_Y,float,Pose landmark 2 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_2_Z,float,"Pose landmark 2 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_3_X,float,Pose landmark 3 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_3_Y,float,Pose landmark 3 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_3_Z,float,"Pose landmark 3 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_4_X,float,Pose landmark 4 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_4_Y,float,Pose landmark 4 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_4_Z,float,"Pose landmark 4 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_5_X,float,Pose landmark 5 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_5_Y,float,Pose landmark 5 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_5_Z,float,"Pose landmark 5 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_6_X,float,Pose landmark 6 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_6_Y,float,Pose landmark 6 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_6_Z,float,"Pose landmark 6 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_7_X,float,Pose landmark 7 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_7_Y,float,Pose landmark 7 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_7_Z,float,"Pose landmark 7 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_8_X,float,Pose landmark 8 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_8_Y,float,Pose landmark 8 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_8_Z,float,"Pose landmark 8 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_9_X,float,Pose landmark 9 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_9_Y,float,Pose landmark 9 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_9_Z,float,"Pose landmark 9 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_10_X,float,Pose landmark 10 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_10_Y,float,Pose landmark 10 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_10_Z,float,"Pose landmark 10 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_11_X,float,Pose landmark 11 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_11_Y,float,Pose landmark 11 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_11_Z,float,"Pose landmark 11 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_12_X,float,Pose landmark 12 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_12_Y,float,Pose landmark 12 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_12_Z,float,"Pose landmark 12 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_13_X,float,Pose landmark 13 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_13_Y,float,Pose landmark 13 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_13_Z,float,"Pose landmark 13 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_14_X,float,Pose landmark 14 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_14_Y,float,Pose landmark 14 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_14_Z,float,"Pose landmark 14 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_15_X,float,Pose landmark 15 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_15_Y,float,Pose landmark 15 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_15_Z,float,"Pose landmark 15 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_16_X,float,Pose landmark 16 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_16_Y,float,Pose landmark 16 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_16_Z,float,"Pose landmark 16 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_17_X,float,Pose landmark 17 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_17_Y,float,Pose landmark 17 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_17_Z,float,"Pose landmark 17 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_18_X,float,Pose landmark 18 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_18_Y,float,Pose landmark 18 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_18_Z,float,"Pose landmark 18 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_19_X,float,Pose landmark 19 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_19_Y,float,Pose landmark 19 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_19_Z,float,"Pose landmark 19 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_20_X,float,Pose landmark 20 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_20_Y,float,Pose landmark 20 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_20_Z,float,"Pose landmark 20 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_21_X,float,Pose landmark 21 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_21_Y,float,Pose landmark 21 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_21_Z,float,"Pose landmark 21 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_22_X,float,Pose landmark 22 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_22_Y,float,Pose landmark 22 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_22_Z,float,"Pose landmark 22 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_23_X,float,Pose landmark 23 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_23_Y,float,Pose landmark 23 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_23_Z,float,"Pose landmark 23 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_24_X,float,Pose landmark 24 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_24_Y,float,Pose landmark 24 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_24_Z,float,"Pose landmark 24 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_25_X,float,Pose landmark 25 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_25_Y,float,Pose landmark 25 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_25_Z,float,"Pose landmark 25 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_26_X,float,Pose landmark 26 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_26_Y,float,Pose landmark 26 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_26_Z,float,"Pose landmark 26 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_27_X,float,Pose landmark 27 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_27_Y,float,Pose landmark 27 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_27_Z,float,"Pose landmark 27 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_28_X,float,Pose landmark 28 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_28_Y,float,Pose landmark 28 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_28_Z,float,"Pose landmark 28 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_29_X,float,Pose landmark 29 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_29_Y,float,Pose landmark 29 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_29_Z,float,"Pose landmark 29 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_30_X,float,Pose landmark 30 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_30_Y,float,Pose landmark 30 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_30_Z,float,"Pose landmark 30 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_31_X,float,Pose landmark 31 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_31_Y,float,Pose landmark 31 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_31_Z,float,"Pose landmark 31 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Pose_32_X,float,Pose landmark 32 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_32_Y,float,Pose landmark 32 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Pose_32_Z,float,"Pose landmark 32 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Class,integer,Ground truth label,-,"0=truth, 1=lie",N/A
reextraction_triggered,boolean,Whether re-extraction was triggered for this file,-,true/false,false
reextraction_success,boolean,Whether re-extraction succeeded,-,true/false,false
reextraction_params,string,JSON string of re-extraction parameters,-,JSON,empty string
